,popularity
50393,40
97414,13
52080,40
37827,11
140771,0
158931,1
15228,56
86431,38
77381,0
113976,13
167139,19
39868,0
43500,6
117727,26
68543,34
114198,12
77975,0
152078,23
160614,0
3231,12
26130,23
136557,36
29177,45
56520,59
112088,0
90207,54
127238,0
53840,51
90679,58
60122,0
20019,2
126664,15
122364,42
120322,30
55542,62
164919,26
23858,0
18478,74
91660,63
102853,39
83284,25
115093,15
146341,6
118821,24
166450,55
148888,18
18670,75
169071,35
146209,12
118250,26
1487,14
87831,30
145031,0
120112,38
104955,45
39874,0
16306,73
14369,60
156041,46
45144,13
2223,0
78086,0
105900,42
120100,38
31003,46
15295,67
128464,0
24436,0
76341,8
165693,20
119627,26
26871,28
109845,3
18497,22
61146,0
163277,19
60445,0
89073,46
21894,0
31684,42
48804,34
141283,60
68551,32
106251,45
62073,0
16068,76
36714,58
126136,0
60474,0
6098,25
90756,0
95898,0
40414,0
121817,45
156178,0
7323,50
45214,10
49022,48
122106,40
53751,54
32926,45
151075,42
166439,23
100042,24
79589,0
103230,27
40166,0
111158,0
52423,44
29275,39
155542,0
74719,0
72452,42
166731,25
39535,0
118753,29
52244,40
16254,57
72030,49
23724,0
107177,51
115568,21
100423,26
37075,10
27111,26
131987,21
103123,29
110381,1
71754,54
106832,39
128224,0
65359,26
58815,1
5317,13
16440,60
108038,58
7191,31
156200,0
154163,37
6488,28
82764,20
1756,0
98485,12
11514,57
152563,41
16227,0
47806,36
133757,27
50392,36
47505,3
62388,0
72931,46
98126,17
170026,2
20774,0
68191,33
89605,41
67014,38
132837,18
56628,56
17486,76
86006,31
56199,0
112776,0
29935,46
86154,31
162304,13
39797,1
86249,34
136449,26
91496,51
84220,25
150721,36
113611,4
51390,40
161260,8
77368,0
84034,44
72985,46
9193,20
158951,1
879,11
69010,38
19492,85
69716,43
20899,0
37753,10
75371,4
165055,25
54145,62
49526,36
170027,43
152187,28
131633,15
122845,45
35789,50
164645,23
148276,25
16835,70
147219,13
165529,25
66398,34
130995,10
123389,0
105114,45
87501,36
146317,10
124120,0
11840,57
75881,12
73173,0
12619,48
52706,43
165264,21
50196,33
44463,8
28524,35
82874,19
129352,1
74200,53
22401,0
72881,0
96808,0
40032,0
120054,34
110562,2
143015,73
8256,36
41141,2
163086,15
59492,0
73610,54
96043,0
114750,13
155711,0
36305,9
4559,0
97778,18
69520,39
40792,0
131055,11
109139,0
37716,61
68728,37
61865,0
32479,45
85608,46
51424,36
146887,9
171111,46
146459,9
111942,0
54371,3
48685,42
11779,52
131357,10
168336,35
123766,47
7077,56
53823,51
62441,0
172678,0
84870,29
124333,49
129260,0
74826,54
23597,0
16212,66
45172,13
65386,29
86397,41
138276,36
138394,42
34720,45
76334,72
91732,62
67254,32
70769,52
103256,34
861,0
39684,0
23677,0
61428,0
14831,60
137363,32
59752,0
156226,0
77212,0
105782,45
108422,57
114553,9
4228,0
107308,0
160661,0
143383,0
173878,2
28710,45
58525,0
49438,34
129072,1
25840,7
71544,41
80712,4
9655,44
38388,68
37599,0
26453,13
27316,25
42848,0
128612,0
31439,56
149447,31
155129,0
41883,0
114292,11
165653,28
61941,0
130611,13
28472,42
116328,22
122629,43
59836,0
77483,0
155424,52
13838,46
75820,66
26659,29
28315,34
139796,49
174260,0
171941,0
12332,53
33016,46
70782,53
157821,61
89414,42
141235,51
8838,40
169285,33
73894,64
25432,7
43206,0
157158,0
124003,52
71204,60
171665,46
49461,48
121803,39
34254,53
19911,0
43727,0
142976,14
162097,9
131254,13
9286,65
71992,50
75627,3
101601,26
24895,0
94648,0
2262,38
34981,48
130659,9
140038,0
102984,28
57418,64
78435,0
43097,0
45253,20
168621,44
161742,5
99282,19
143231,67
163493,19
135363,25
84902,32
31867,37
39896,8
38473,18
16404,58
108701,0
172359,48
151500,25
51303,44
96634,1
88770,54
128790,0
72960,44
135244,40
154820,45
142994,20
88839,38
27700,28
76455,22
163903,21
169326,38
90673,54
174176,12
87854,39
112504,0
111135,0
85502,29
110027,31
106414,54
27233,34
4622,0
35045,53
98028,16
135445,31
94281,0
87039,30
49180,32
110106,73
150618,27
73398,0
14733,60
47534,41
70885,46
62940,0
42735,0
34277,55
25138,12
65487,23
8189,40
81990,21
81239,11
7851,32
109856,66
30485,38
12765,52
145013,0
12194,56
152897,32
70006,35
27311,28
118233,32
60691,0
107751,2
153979,43
125371,60
107638,53
71323,42
81155,12
157456,0
139014,1
112089,0
113923,14
875,12
44897,4
151589,23
114221,16
104123,34
167149,32
148466,24
112320,0
23351,0
50590,37
7600,42
44468,6
159279,0
117875,32
73405,54
152786,33
97613,11
138849,36
28432,42
1572,2
98494,12
75546,61
129131,0
153551,30
72138,42
130633,7
80902,9
16563,14
70800,39
169027,38
54602,63
44586,3
18661,10
36550,58
124941,56
154787,0
29370,49
104980,37
82852,22
143078,27
19100,79
159269,0
118049,27
25706,7
39742,0
92011,1
5700,23
143271,0
30939,52
146446,8
131045,13
23817,0
69714,41
137922,43
67900,39
113738,7
102860,38
5015,18
52782,41
67276,40
168614,31
78276,0
25845,11
118648,25
156631,67
74479,0
59783,0
59635,0
27894,38
137862,33
129776,0
46284,28
82550,24
1970,5
115067,12
91322,56
72301,45
137391,36
117297,25
21367,0
60810,0
84789,38
22136,0
47081,29
65061,20
170802,43
28589,0
89549,39
91778,50
173443,61
72559,0
107330,55
56769,5
116623,25
166324,26
139421,39
139028,0
27917,30
85804,28
135054,31
26305,17
25580,13
24588,0
164745,31
169139,30
26511,13
141990,5
99506,24
169152,43
132650,21
42312,0
81670,22
77197,0
126570,21
147468,12
126124,0
133590,33
46591,25
21771,0
149181,22
82389,17
25914,7
162759,9
46916,24
38420,71
117773,30
137223,37
148357,23
96630,0
151732,21
39388,84
137503,30
100761,28
95810,0
91063,0
71711,48
131519,9
64485,25
102807,41
128875,0
173462,0
133658,28
65632,29
172244,0
27261,31
138753,40
61167,2
85586,29
138076,39
166017,23
165674,27
12075,66
109510,59
67864,30
143440,0
37103,10
12245,56
117082,38
60735,0
46797,19
163833,26
57171,3
152926,33
170491,36
109606,60
63437,4
60639,0
53686,58
104773,39
163388,19
92871,3
134414,30
96534,0
47161,30
47160,38
25700,6
90201,51
133648,26
60449,0
27031,24
102270,25
2891,16
99861,29
67823,32
62702,4
4444,0
41714,0
68159,36
161059,0
81281,9
35197,63
54188,53
107605,6
62978,0
108677,0
115307,23
100917,32
844,0
58306,77
146522,11
144656,0
65629,30
23994,3
66522,33
154629,65
155776,54
72568,50
94003,2
139719,45
133379,28
26893,32
19094,77
104287,31
112410,0
53457,58
70702,53
96455,0
49016,38
35642,54
42997,0
153311,34
123979,51
625,0
134675,30
140806,54
53280,48
50474,37
9961,63
70757,48
149443,25
141960,2
52410,43
109901,0
7643,40
171152,0
109269,0
1197,4
3725,22
123401,0
114618,13
45303,11
28398,37
39626,0
153853,37
46570,18
7319,45
156551,49
148237,21
42944,1
65586,27
104761,34
162425,10
42221,0
47558,41
85248,29
31318,40
144384,0
96670,0
33572,52
45734,28
111406,0
148073,21
104453,45
98915,10
5458,0
116270,26
120649,30
33504,54
71774,47
134376,25
79018,0
32775,51
97019,0
49333,34
114966,19
91203,0
117274,31
125868,0
136036,27
52167,37
148451,26
145511,0
78407,0
73466,4
107315,53
139609,57
129080,0
36354,59
83819,24
29057,41
136401,27
47370,33
64622,26
70574,36
155299,39
158220,0
36333,8
97641,10
33331,50
114086,8
50744,36
23716,0
49743,41
15184,69
49171,39
74166,56
78110,0
63513,9
12357,51
32936,54
43746,0
17029,8
53398,56
72784,49
99645,31
155473,0
88871,39
154290,42
1933,5
43717,0
116391,26
43802,0
132092,15
57023,0
112374,0
131516,11
162394,19
163437,28
49200,38
70406,34
42402,0
56389,0
13938,61
57912,80
5003,7
2379,0
169979,43
89423,38
39568,0
18778,77
147619,25
12156,57
160314,0
159263,0
24462,0
167949,23
154220,32
1032,0
58707,0
106189,44
40346,0
109048,56
14960,58
4526,0
114880,8
162791,10
103370,27
34462,50
62078,0
160183,0
81407,17
171483,54
104500,48
90227,45
66608,37
87104,34
36379,0
130773,15
169699,50
165568,22
123077,42
103172,33
140450,0
84374,31
7331,49
158282,0
6711,32
96304,0
125084,0
170672,46
159264,0
48034,43
169759,37
121100,41
7067,59
34190,61
39439,0
133744,25
17054,62
86644,34
83540,31
29122,40
161097,1
147444,13
65229,27
72667,0
154715,46
35928,57
43065,1
119803,26
107202,4
119515,30
45533,23
129081,0
139241,50
171542,0
33145,59
102394,32
149472,24
109024,55
73325,61
6985,25
48744,33
143240,0
129123,0
103474,26
115550,29
54590,54
14854,58
100315,26
138597,44
23044,0
135492,28
142048,4
47129,32
56899,5
81634,18
160303,0
156972,0
114134,11
25737,8
103329,34
32741,56
113967,16
150675,25
54133,48
64494,25
98488,18
167912,27
122768,0
27061,29
62847,0
46183,26
74901,0
164825,24
172799,62
90261,46
131355,15
112952,0
8986,53
160747,0
119757,36
92300,64
169960,34
114884,13
131638,17
166607,28
160525,0
110182,0
150316,20
64941,22
80104,0
138052,40
133300,19
168709,34
120487,35
35943,0
20332,0
139110,0
130755,15
110873,1
35448,59
106294,40
28890,34
797,0
110513,0
143552,4
89677,40
116760,31
72758,52
134581,25
112835,0
63026,0
66909,34
16441,69
59570,0
40525,0
16311,62
52732,45
140787,1
157190,0
80217,0
50797,36
92781,0
120922,39
157928,0
66749,30
39969,0
59598,0
65787,1
82829,24
21136,0
94787,0
171584,0
151684,22
19217,15
80598,0
86541,31
111747,0
158021,65
169252,37
88862,38
123851,7
125979,64
75082,61
52805,58
167650,27
29238,43
17088,77
7423,34
106666,46
102858,30
88831,36
37407,0
54260,56
81408,17
19949,19
28762,41
68277,38
119809,28
38396,65
131309,11
142352,12
154444,36
165777,39
151645,23
68409,38
95043,1
35664,56
2785,0
140544,0
64545,23
32718,42
79762,0
60307,8
72674,50
29759,48
2893,19
117099,27
58004,70
119759,30
72987,50
161238,6
50981,39
145038,0
117316,30
126881,45
21154,0
35508,51
45892,22
50480,43
89722,46
28064,33
42562,0
35900,57
63154,3
63164,0
18771,9
78961,2
107571,0
163936,17
141278,0
90263,52
39275,47
53616,63
128204,0
144464,0
168666,43
123203,56
170637,51
92927,0
1325,0
124528,0
86039,27
41926,0
164729,24
172134,0
141796,0
169305,34
74985,0
37915,6
12415,49
38487,8
36358,58
112955,0
120970,36
47002,31
48858,39
26463,11
125927,65
130122,7
148184,21
4298,15
61633,0
57597,4
80833,4
86620,27
101129,27
151632,31
91972,61
125103,52
34223,53
124369,0
42444,0
21417,3
149435,30
125508,2
152602,27
42854,1
95710,0
45789,26
78536,0
133349,36
78722,0
119527,30
27872,32
131864,27
77094,0
36007,0
104994,48
153539,34
92521,0
109290,64
107224,17
128850,0
6244,14
84349,36
125071,51
95451,0
76988,0
114901,17
62963,0
66906,42
42825,0
89293,40
104409,42
62318,0
82984,26
72765,9
166803,27
153119,27
46041,25
49819,44
37829,10
150358,21
97028,0
159414,0
139965,53
13098,58
40991,0
96734,0
29217,40
142249,56
157969,59
6092,21
154096,36
16502,66
96288,1
68221,32
52952,50
93675,0
42676,5
27696,28
81908,21
166978,23
44038,0
2613,14
43134,1
40351,0
150672,40
74298,54
30784,48
160018,0
90785,0
99012,21
108600,58
126520,16
36695,3
131768,15
156345,2
48869,47
88592,39
164209,21
110488,0
111228,0
14053,53
156928,0
52481,52
3951,3
57699,15
129964,5
10383,52
9163,26
6972,28
117280,32
55664,55
137531,35
142764,1
48434,34
145846,0
70768,55
58497,16
116008,21
30833,40
19466,84
126723,0
88429,36
74867,0
137603,44
36757,9
47518,40
67158,34
886,6
98308,14
71143,43
6483,30
126943,0
138002,42
138178,34
33252,47
42445,0
98461,14
16155,6
63350,9
103587,31
168068,27
94945,0
79206,0
126016,1
156980,0
32490,39
12732,62
119404,43
107094,58
32722,46
61992,0
168058,39
49863,44
137567,37
138425,43
165724,25
45781,23
21278,0
123639,49
20048,90
152048,23
151387,21
129475,0
161857,9
10808,43
63623,8
4372,0
96770,0
45518,23
121158,37
115996,19
121179,32
106368,51
133616,38
69849,37
80086,0
110770,2
13028,57
171522,0
172533,49
159318,0
4404,0
5677,37
107066,55
138574,39
84852,30
57445,6
68889,37
63684,8
83389,29
119965,30
150915,26
137937,37
101535,31
134773,31
165065,29
125623,58
112828,0
96582,2
105195,47
33119,49
112751,0
10783,45
154207,35
48905,44
24101,0
70748,44
2694,6
106508,47
148509,22
71278,36
107137,53
73064,49
141033,49
148803,28
172826,1
152273,35
25800,11
132460,24
17007,10
13482,65
107493,3
133668,25
98098,16
146176,8
67529,40
73612,51
125442,0
3123,12
142822,5
50226,37
52040,39
30440,46
154532,38
130750,10
23661,0
139204,0
20233,0
138657,46
16564,65
87764,34
4770,8
31719,45
37362,61
153974,48
89794,40
79396,0
135279,34
17953,21
96834,0
87474,30
153726,37
35422,57
140043,46
9731,59
141846,1
114908,11
158769,0
16183,1
136331,29
9659,58
71859,40
14007,48
101568,35
138104,42
9709,63
45593,21
14928,63
170907,0
130852,12
99330,21
13564,60
77180,0
86628,35
21885,0
87647,40
135092,24
171649,45
80790,5
12469,71
149753,35
62704,7
152448,36
75017,0
101848,29
156619,51
139971,46
17056,62
127278,1
44875,4
11589,59
6393,12
1492,13
129732,0
86353,28
113715,11
36749,3
59364,0
100066,29
140498,0
75866,71
41981,0
67308,38
16529,16
29127,47
33201,52
77637,0
163332,17
138249,35
101473,24
37835,10
149498,40
42638,0
135756,36
155358,43
126703,0
97716,11
51489,42
130083,6
57380,65
7486,59
142710,0
161629,11
102054,30
162622,11
100535,28
88726,38
60413,0
34950,53
85260,32
29728,48
143306,0
139635,49
164040,24
56310,58
13235,45
132858,28
11133,60
61142,1
163921,45
21079,0
85234,28
89068,39
156510,0
68950,44
97851,16
108310,56
125776,0
50746,38
34264,62
7703,55
73364,3
110910,0
144570,0
122597,55
20206,50
79391,0
41324,0
148497,17
172417,55
36895,10
3506,11
47980,39
15482,65
152246,24
12562,60
53435,43
89263,40
55880,58
123534,0
22707,3
127469,0
38863,12
43049,2
37913,6
150570,22
22811,0
162212,5
23820,0
114655,9
96235,0
165796,26
28928,46
32466,43
19838,77
118989,31
170380,0
22583,5
5810,15
116561,33
80558,3
115632,17
90087,0
89681,41
69954,38
96638,0
80071,0
78491,0
31128,44
1923,7
19721,30
39261,47
29668,45
51307,40
78067,0
136424,27
94213,0
81320,16
8286,59
134550,29
15585,59
104235,29
53455,45
96841,0
131582,19
36149,64
1090,11
4709,15
109363,0
128779,0
114516,18
80136,0
47609,7
127876,0
105459,38
154465,44
84365,33
97233,4
167242,28
58018,71
3027,0
136572,31
100140,34
38386,67
61627,0
41584,0
92740,58
60488,0
105473,36
7947,47
94646,0
152197,27
122087,38
152148,24
169102,42
73983,0
78302,4
156595,49
104209,34
52785,51
48234,33
91547,0
92299,0
74472,52
116920,33
38277,14
45356,10
86183,31
35281,54
84798,34
100252,24
147099,7
26137,15
113304,0
22749,0
32200,46
82134,14
150941,49
131580,20
130781,14
116949,31
69097,34
41470,0
29903,37
164649,23
56328,59
135447,31
43342,0
32435,44
163225,15
58833,0
166540,22
74029,0
131296,11
29979,55
131341,10
42432,0
31530,45
74005,0
111945,0
172786,0
94695,0
54348,55
30088,46
169538,39
18742,69
104802,34
105427,40
131981,19
152722,32
106176,37
142544,4
49443,34
115842,25
134945,31
119582,25
133096,29
41840,0
63540,9
24210,0
149204,27
111094,0
35103,51
107647,0
629,0
89270,48
11893,65
59524,0
112464,0
126485,69
56090,62
117683,27
144036,0
51383,39
125941,68
143771,0
69244,32
127263,0
34109,44
5067,34
155263,40
72491,44
152413,29
168864,31
30102,47
52491,43
128555,0
105821,42
96801,0
55605,0
46078,23
45454,21
140924,55
130926,13
30937,50
117818,28
32489,38
111982,0
141750,0
39695,0
112285,0
47199,28
88526,44
4168,1
9760,54
128963,0
154538,44
98667,14
86636,39
103674,28
77397,0
38133,7
49676,37
73218,50
130797,13
54921,0
70632,44
48138,36
64667,16
133274,23
51985,43
154390,39
80502,1
115171,19
36858,60
55727,0
148863,27
94939,0
58199,18
84841,29
122553,47
172072,0
148703,21
17683,27
34182,53
17538,73
12859,54
59864,0
105070,35
9447,48
84069,30
81891,21
102999,37
43440,2
116395,23
130423,12
96438,0
170737,44
133340,23
134466,32
138716,37
135858,32
152068,22
61297,0
42404,1
24927,0
138269,51
115524,18
145550,0
157503,57
108758,56
45307,13
158815,0
92629,0
151560,29
172391,49
28452,37
93947,0
116684,22
93261,9
7677,61
62506,4
110542,0
6046,8
59281,0
37813,7
40700,1
13941,56
50168,33
164953,24
45366,14
24546,0
108053,0
56268,60
3063,47
43495,0
67332,32
124350,0
165592,23
68862,37
56406,59
94469,0
130599,12
173902,0
142199,60
135904,27
141190,1
75918,69
121174,31
138754,36
167514,31
84900,43
127983,0
114860,12
120621,38
87560,31
105491,35
170736,45
88472,34
52869,48
53443,44
27570,34
63650,11
57092,60
159751,0
69790,35
7820,39
131747,14
84740,31
83000,26
112145,0
105650,38
156713,49
83849,32
157193,52
71273,57
131647,19
126210,11
74946,57
54267,11
89562,50
139499,36
164764,39
140619,50
157169,56
125365,60
165704,31
34132,59
29932,50
140405,52
49133,42
41358,0
100871,27
151517,20
53680,44
119475,28
129831,10
72065,40
43869,0
85130,30
172831,52
125943,67
173518,0
9502,59
15131,61
47500,46
140894,51
9732,58
10557,57
132496,21
17493,20
15125,69
72641,0
109469,0
169388,31
95590,0
136797,42
165764,19
71962,40
82742,24
165561,31
18730,82
68250,32
118042,29
158204,0
18175,7
146833,11
89173,45
65762,35
89725,52
80883,9
154155,38
22257,2
76692,0
156857,49
163570,21
26072,5
41350,0
135937,27
89172,41
114418,14
41826,0
88030,39
90136,55
143974,1
28441,40
130304,7
76940,2
108815,0
83099,0
150233,28
47067,36
138927,36
93736,77
43150,0
156771,49
8091,47
170122,0
148124,23
141259,62
31272,47
62200,0
132289,22
136209,34
106315,42
66595,40
46396,23
134539,23
96151,1
166234,30
55216,0
161851,14
27101,26
809,0
92482,56
93684,72
82421,28
151445,32
85769,38
29787,46
108146,55
64245,22
14273,72
60858,0
74766,60
16030,66
173338,0
173059,63
167544,33
139163,46
78176,0
109083,0
64877,16
115437,18
71749,42
21040,0
43112,0
50645,39
52564,45
77788,0
1343,2
59149,0
10616,49
163880,25
71888,45
84648,34
50409,38
171965,0
131039,18
150131,24
77985,0
150600,23
107138,5
17405,7
32580,43
39539,11
149946,19
142417,60
88141,35
56391,0
17166,71
99409,18
31463,38
150847,23
6138,16
164366,20
166233,22
141721,52
33261,55
145068,0
1714,0
129238,0
167988,31
155531,0
117826,37
22875,0
47721,33
158840,0
154139,48
103527,35
73666,53
18549,13
134231,29
128137,0
12633,51
21905,11
75025,0
39045,25
127902,0
70962,39
141598,0
106185,44
4468,16
107977,0
34965,50
117550,26
50863,39
62155,0
148644,19
94531,0
125675,55
107401,0
167095,29
17468,75
143177,0
168837,29
41193,0
1009,0
8442,37
113659,6
168812,37
169223,34
122381,36
19993,1
12814,54
63408,8
7714,49
19516,80
18902,76
44651,7
42378,0
20066,82
64281,20
8563,45
4221,0
87841,42
46601,22
121348,34
50270,47
150531,21
169608,42
18845,11
8839,46
36997,0
101080,31
88355,41
128817,1
69846,36
73768,53
122434,38
50991,37
97061,0
93315,8
35846,63
136348,32
60879,0
31540,55
48212,32
141949,57
28686,44
128477,0
32785,45
29308,52
35727,57
49092,38
75545,4
169624,38
120188,34
3560,7
161336,3
144822,0
160444,0
168585,32
90836,50
159243,0
65668,26
148110,25
22026,0
139951,46
149451,27
37022,61
24069,0
85314,29
139903,0
170097,39
150883,24
44710,3
142966,8
65219,29
4317,8
10964,68
76499,21
104003,45
98383,17
39731,0
121350,34
41079,0
142510,0
16701,25
44106,4
78522,0
69461,32
84111,28
52556,52
72873,0
168202,41
4230,0
145629,0
96318,0
77390,0
42979,0
137635,46
13218,52
105012,37
37354,60
2741,0
167457,25
57957,17
164619,21
144316,0
142089,59
37234,66
152373,36
87186,43
155459,0
83672,27
166105,24
73447,53
15825,61
127265,0
25385,9
36976,61
91932,52
204,2
87363,38
152329,27
138712,41
100407,29
90264,46
117554,27
106129,49
136471,34
99602,36
44674,8
118606,24
138377,37
113119,0
42820,0
158782,0
98161,15
12329,52
163217,18
59989,0
43907,0
34081,44
116073,25
158620,0
90448,57
126058,0
110558,1
41527,0
160608,0
56688,59
165094,21
67565,31
42250,0
66955,34
13183,48
66059,32
98255,16
95084,1
117477,23
48549,45
165516,28
47239,29
34818,53
149103,23
48253,42
1922,6
14793,63
6330,19
40999,0
170748,40
47533,2
7446,41
131303,18
141973,57
12728,55
105609,46
161395,10
15199,53
153911,42
130150,9
26909,27
97655,7
122246,40
74214,58
81743,18
55675,0
82025,15
118597,27
99228,14
40557,0
38749,11
80895,11
94012,1
74279,1
123727,2
83372,55
45645,29
92428,59
74720,58
49142,35
161316,5
102683,38
85904,35
26043,8
168579,32
129508,0
147340,8
102997,34
270,0
160868,1
73620,52
124731,51
36829,5
167911,24
8098,52
150003,20
149586,25
118269,35
111442,2
158115,63
40260,0
48745,35
76558,80
61738,0
108633,0
96943,1
5820,10
160229,0
6019,22
107916,58
8277,61
100493,28
90898,57
34355,53
85830,36
23512,0
50031,40
31410,43
161622,10
156266,0
66542,35
91636,51
158965,0
167307,26
136346,33
159018,0
40195,0
108098,50
48317,35
166975,29
70368,36
74686,59
141288,0
170346,0
29937,46
31230,50
22282,2
86732,40
51895,54
145262,0
41891,0
63309,7
72676,47
159225,1
87522,45
109835,0
141740,0
15544,60
115249,15
94942,3
87190,30
12632,56
115062,12
